turker,turker_gender,search_term,image_url,image_gender,bls_p_women,bls_p_image_gender,search_p_women,attractive,provocative,sexy,professional,competent,inappropriate,trustworthy,weird
a93,male,pilot,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/1.jpg,man,0.041,0.959,0.103896104,agree,neutral,agree,agree,agree,disagree,agree,agree
a16,male,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/14.jpg,woman,0.029,0.029,0.125,neutral,disagree,disagree,agree,agree,disagree,agree,neutral
a174,male,truck driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/truck driver/5.jpg,man,0.054,0.946,0.069444444,disagree,neutral,disagree,agree,agree,strongly disagree,neutral,strongly disagree
a112,female,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/56.jpg,man,0.941,0.059,0.873239437,neutral,disagree,disagree,strongly disagree,strongly disagree,agree,disagree,agree
a128,female,telemarketer,http://homes.cs.washington.edu/~mjskay/aws-images/google/telemarketer/0.jpg,woman,0.503,0.503,0.644444444,disagree,disagree,disagree,disagree,disagree,neutral,disagree,agree
a6,female,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/7.jpg,man,0.377,0.623,0.287671233,strongly disagree,neutral,strongly disagree,neutral,neutral,strongly disagree,neutral,disagree
a37,male,pilot,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/62.jpg,woman,0.041,0.041,0.103896104,agree,agree,agree,disagree,neutral,neutral,disagree,disagree
a112,female,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/5.jpg,man,0.197,0.803,0.148148148,disagree,neutral,disagree,strongly disagree,agree,neutral,disagree,agree
a9,female,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/2.jpg,man,0.862,0.138,0.779069767,agree,strongly disagree,neutral,agree,agree,strongly disagree,agree,strongly disagree
a6,female,computer programmer,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/22.jpg,woman,0.225,0.225,0.166666667,disagree,disagree,disagree,disagree,disagree,strongly disagree,neutral,strongly disagree
a22,male,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/15.jpg,woman,0.556,0.556,0.246153846,disagree,strongly disagree,strongly disagree,agree,strongly agree,disagree,strongly agree,disagree
a7,female,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/17.jpg,woman,0.537,0.537,0.576923077,agree,agree,agree,agree,neutral,disagree,neutral,strongly disagree
a106,male,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/12.jpg,woman,0.343,0.343,0.301204819,agree,neutral,strongly agree,agree,agree,strongly disagree,agree,disagree
a118,male,crane operator,http://homes.cs.washington.edu/~mjskay/aws-images/google/crane operator/13.jpg,woman,0.04,0.04,0.068181818,agree,NA,neutral,agree,agree,strongly disagree,agree,strongly disagree
a106,male,housekeeper,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/5.jpg,woman,0.881,0.881,0.926829268,agree,agree,agree,strongly disagree,neutral,disagree,disagree,neutral
a86,male,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/20.jpg,woman,0.343,0.343,0.301204819,agree,disagree,neutral,strongly agree,strongly agree,strongly disagree,agree,strongly disagree
a118,male,pilot,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/7.jpg,man,0.041,0.959,0.103896104,NA,agree,disagree,agree,agree,strongly disagree,agree,strongly disagree
a6,female,nurse,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse/9.jpg,woman,0.906,0.906,0.966292135,agree,neutral,disagree,strongly agree,neutral,strongly disagree,neutral,strongly disagree
a37,male,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/1.jpg,man,0.537,0.463,0.576923077,agree,disagree,agree,agree,agree,disagree,agree,disagree
a115,female,building inspector,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/0.jpg,man,0.078,0.922,0.06779661,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
a173,female,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/5.jpg,woman,0.814,0.814,0.717948718,neutral,strongly disagree,neutral,agree,NA,strongly disagree,strongly agree,strongly disagree
a37,male,administrative assistant,http://homes.cs.washington.edu/~mjskay/aws-images/google/administrative assistant/83.jpg,man,0.953,0.047,0.923076923,agree,neutral,agree,agree,agree,disagree,disagree,disagree
a38,male,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/78.jpg,man,0.941,0.059,0.873239437,neutral,neutral,neutral,strongly disagree,neutral,strongly agree,strongly disagree,agree
a37,male,crane operator,http://homes.cs.washington.edu/~mjskay/aws-images/google/crane operator/19.jpg,man,0.04,0.96,0.068181818,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree
a163,male,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/5.jpg,woman,0.501,0.501,0.353846154,agree,neutral,neutral,strongly agree,strongly agree,disagree,agree,disagree
a8,male,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/25.jpg,woman,0.599,0.599,0.234042553,agree,disagree,agree,agree,agree,disagree,neutral,disagree
a77,male,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/22.jpg,woman,0.236,0.236,0.209302326,agree,disagree,agree,strongly agree,neutral,strongly disagree,neutral,strongly disagree
a118,male,administrative assistant,http://homes.cs.washington.edu/~mjskay/aws-images/google/administrative assistant/66.jpg,man,0.953,0.047,0.923076923,disagree,neutral,strongly disagree,disagree,neutral,strongly disagree,neutral,strongly disagree
a163,male,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/3.jpg,woman,0.377,0.377,0.287671233,agree,disagree,agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a59,female,electrician,http://homes.cs.washington.edu/~mjskay/aws-images/google/electrician/2.jpg,man,0.018,0.982,0.04,neutral,disagree,disagree,agree,neutral,disagree,neutral,disagree
a93,male,plumber,http://homes.cs.washington.edu/~mjskay/aws-images/google/plumber/14.jpg,woman,0.013,0.013,0.047058824,agree,disagree,neutral,agree,agree,strongly disagree,agree,disagree
a18,female,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/9.jpg,man,0.441,0.559,0.476190476,agree,disagree,neutral,agree,neutral,disagree,neutral,strongly disagree
a48,male,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/0.jpg,woman,0.343,0.343,0.301204819,agree,neutral,neutral,strongly agree,agree,strongly disagree,agree,strongly disagree
a22,male,receptionist,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/6.jpg,woman,0.915,0.915,0.962962963,agree,disagree,agree,strongly agree,strongly agree,disagree,agree,strongly disagree
a115,female,technical writer,http://homes.cs.washington.edu/~mjskay/aws-images/google/technical writer/2.jpg,woman,0.555,0.555,0.35,strongly disagree,neutral,strongly disagree,agree,agree,strongly disagree,neutral,neutral
a170,male,technical writer,http://homes.cs.washington.edu/~mjskay/aws-images/google/technical writer/7.jpg,man,0.555,0.445,0.35,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree
a6,female,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/48.jpg,woman,0.029,0.029,0.125,strongly agree,agree,strongly agree,strongly disagree,neutral,strongly agree,disagree,neutral
a18,female,cook,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/47.jpg,woman,0.377,0.377,0.141025641,disagree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,disagree
a163,male,garbage collector,http://homes.cs.washington.edu/~mjskay/aws-images/google/garbage collector/1.jpg,man,0.066,0.934,0.057142857,disagree,neutral,disagree,agree,agree,disagree,agree,neutral
a89,male,housekeeper,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/5.jpg,woman,0.881,0.881,0.926829268,neutral,strongly disagree,disagree,neutral,agree,strongly disagree,neutral,strongly disagree
a118,male,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/16.jpg,woman,0.537,0.537,0.576923077,agree,agree,neutral,strongly agree,agree,strongly disagree,agree,strongly disagree
a54,female,crane operator,http://homes.cs.washington.edu/~mjskay/aws-images/google/crane operator/13.jpg,woman,0.04,0.04,0.068181818,agree,disagree,disagree,neutral,agree,disagree,neutral,disagree
a37,male,computer programmer,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/52.jpg,woman,0.225,0.225,0.166666667,agree,disagree,agree,agree,agree,disagree,agree,disagree
a128,female,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/21.jpg,man,0.556,0.444,0.246153846,disagree,disagree,disagree,strongly agree,agree,strongly disagree,neutral,disagree
a138,female,building inspector,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/6.jpg,man,0.078,0.922,0.06779661,agree,strongly disagree,strongly disagree,strongly agree,agree,strongly disagree,agree,strongly disagree
a157,male,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/2.jpg,man,0.236,0.764,0.209302326,strongly disagree,strongly disagree,strongly disagree,agree,agree,strongly disagree,neutral,agree
a73,female,receptionist,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/9.jpg,man,0.915,0.085,0.962962963,strongly disagree,strongly disagree,strongly disagree,strongly agree,neutral,strongly disagree,neutral,strongly disagree
a32,male,pilot,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/7.jpg,man,0.041,0.959,0.103896104,neutral,disagree,disagree,agree,agree,strongly disagree,neutral,neutral
a61,male,technical writer,http://homes.cs.washington.edu/~mjskay/aws-images/google/technical writer/10.jpg,man,0.555,0.445,0.35,agree,agree,agree,strongly agree,strongly agree,disagree,agree,strongly disagree
a174,male,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/53.jpg,man,0.862,0.138,0.779069767,disagree,disagree,disagree,agree,agree,strongly disagree,neutral,strongly disagree
a42,male,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/1.jpg,woman,0.556,0.556,0.246153846,disagree,disagree,disagree,disagree,neutral,disagree,neutral,disagree
a156,male,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/3.jpg,man,0.343,0.657,0.301204819,neutral,disagree,disagree,strongly agree,strongly agree,disagree,agree,disagree
a176,female,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/5.jpg,woman,0.501,0.501,0.353846154,neutral,strongly disagree,disagree,strongly agree,strongly agree,strongly disagree,agree,disagree
a174,male,bus driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/bus driver/86.jpg,woman,0.455,0.455,0.1875,disagree,neutral,disagree,neutral,agree,disagree,agree,disagree
a37,male,receptionist,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/52.jpg,man,0.915,0.085,0.962962963,agree,disagree,agree,agree,agree,disagree,agree,disagree
a176,female,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/19.jpg,man,0.941,0.059,0.873239437,agree,strongly disagree,neutral,disagree,agree,strongly disagree,agree,strongly disagree
a37,male,nurse,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse/99.jpg,man,0.906,0.094,0.966292135,agree,disagree,agree,agree,agree,disagree,agree,disagree
a175,male,chef,http://homes.cs.washington.edu/~mjskay/aws-images/google/chef/10.jpg,woman,0.215,0.215,0.241758242,agree,strongly disagree,disagree,strongly agree,agree,strongly disagree,agree,neutral
a173,female,building inspector,http://homes.cs.washington.edu/~mjskay/aws-images/google/building inspector/8.jpg,man,0.078,0.922,0.06779661,neutral,strongly disagree,neutral,strongly agree,agree,strongly disagree,agree,strongly disagree
a183,female,technical writer,http://homes.cs.washington.edu/~mjskay/aws-images/google/technical writer/38.jpg,woman,0.555,0.555,0.35,neutral,neutral,neutral,agree,agree,strongly disagree,neutral,strongly disagree
a69,female,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/26.jpg,woman,0.501,0.501,0.353846154,agree,disagree,neutral,strongly agree,agree,strongly disagree,neutral,strongly disagree
a74,male,welder,http://homes.cs.washington.edu/~mjskay/aws-images/google/welder/29.jpg,man,0.048,0.952,0.076923077,disagree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a37,male,welder,http://homes.cs.washington.edu/~mjskay/aws-images/google/welder/27.jpg,man,0.048,0.952,0.076923077,disagree,disagree,disagree,agree,agree,disagree,agree,disagree
a18,female,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/12.jpg,man,0.537,0.463,0.576923077,strongly agree,disagree,agree,agree,neutral,strongly disagree,agree,strongly disagree
a59,female,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/2.jpg,man,0.537,0.463,0.576923077,neutral,disagree,disagree,agree,agree,disagree,agree,disagree
a13,female,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/8.jpg,woman,0.377,0.377,0.287671233,neutral,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a6,female,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/8.jpg,man,0.501,0.499,0.353846154,strongly disagree,disagree,strongly disagree,strongly disagree,disagree,disagree,disagree,neutral
a156,male,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/78.jpg,man,0.941,0.059,0.873239437,neutral,agree,neutral,disagree,disagree,agree,disagree,disagree
a6,female,receptionist,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/52.jpg,man,0.915,0.085,0.962962963,strongly agree,neutral,strongly agree,strongly agree,strongly agree,strongly disagree,neutral,strongly disagree
a115,female,special ed teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/special ed teacher/5.jpg,woman,0.862,0.862,0.779069767,disagree,disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a118,male,plumber,http://homes.cs.washington.edu/~mjskay/aws-images/google/plumber/5.jpg,man,0.013,0.987,0.047058824,disagree,neutral,strongly disagree,neutral,neutral,disagree,neutral,strongly disagree
a109,female,computer programmer,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/93.jpg,woman,0.225,0.225,0.166666667,neutral,neutral,neutral,agree,agree,disagree,agree,disagree
a37,male,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/22.jpg,man,0.814,0.186,0.717948718,agree,disagree,agree,agree,agree,disagree,agree,disagree
a40,male,plumber,http://homes.cs.washington.edu/~mjskay/aws-images/google/plumber/2.jpg,man,0.013,0.987,0.047058824,agree,agree,agree,agree,neutral,strongly disagree,agree,disagree
